Employee_ID,Department_ID,Role_ID,Education_ID,Age,Job_Tenure,Distance_From_Home,Training_Hours,Performance_Rating,Last_Promotion_Year,Years_Since_Promotion,Work_Life_Balance,Job_Satisfaction,Exit_Interview_Score,Attrition_Risk_Score,Attrition_Flag,Salary_Band,Tenure_Bucket,Age_Group,Distance_Band,Promo_Gap_Bucket,Risk_Segment,Performance_Category,Satisfaction_Category,WLB_Category,Exit_Score_Category,Gender_Clean,Marital_Status
375,5,5,3,59,5,32,133,2,2019,5,4,5,,1.914,0,Band 1 – Low,3–5 yrs,55+,Far (26–50 km),3–5 yrs,Low Risk,Below Average,Very High,Good,N/A (Still Employed),Non-Binary / Other,Divorced
376,1,6,2,59,16,13,85,5,2021,3,3,4,,1.726,0,Band 4 – High,11–20 yrs,55+,Medium (11–25 km),3–5 yrs,Low Risk,Outstanding,High,Fair,N/A (Still Employed),Male,Single
377,5,6,3,26,9,6,34,5,2024,0,4,2,,1.912,0,Band 3 – Mid-High,6–10 yrs,26–35,Near (≤10 km),0–2 yrs,Low Risk,Outstanding,Low,Good,N/A (Still Employed),Female,Divorced
378,5,3,1,52,6,34,66,2,2018,6,1,5,,2.718,0,Band 1 – Low,6–10 yrs,46–55,Far (26–50 km),6–8 yrs,Medium Risk,Below Average,Very High,Very Poor,N/A (Still Employed),Male,Single
379,5,3,3,34,6,33,38,5,2022,2,5,4,,1.216,0,Band 2 – Mid-Low,6–10 yrs,26–35,Far (26–50 km),0–2 yrs,Low Risk,Outstanding,High,Excellent,N/A (Still Employed),Non-Binary / Other,Married
380,3,2,3,54,1,10,83,4,2020,4,1,3,,2.77,0,Band 1 – Low,0–2 yrs,46–55,Near (≤10 km),3–5 yrs,Medium Risk,Good,Neutral,Very Poor,N/A (Still Employed),Female,Married
381,4,6,1,29,20,27,117,4,2018,6,4,1,,2.754,0,Band 4 – High,11–20 yrs,26–35,Far (26–50 km),6–8 yrs,Medium Risk,Good,Very Low,Good,N/A (Still Employed),Female,Divorced
382,6,1,1,46,4,8,124,3,2014,10,5,4,,1.966,0,Band 1 – Low,3–5 yrs,46–55,Near (≤10 km),9–12 yrs,Low Risk,Average,High,Excellent,N/A (Still Employed),Male,Married
383,5,4,2,55,6,32,93,4,2012,12,3,5,3.0,2.114,1,Band 2 – Mid-Low,6–10 yrs,46–55,Far (26–50 km),9–12 yrs,Low Risk,Good,Very High,Fair,Moderate Dissatisfaction,Non-Binary / Other,Single
384,6,6,2,41,10,1,73,3,2021,3,1,5,,2.302,0,Band 2 – Mid-Low,6–10 yrs,36–45,Near (≤10 km),3–5 yrs,Low Risk,Average,Very High,Very Poor,N/A (Still Employed),Female,Divorced
385,3,1,1,48,4,10,179,5,2015,9,2,5,,1.97,0,Band 2 – Mid-Low,3–5 yrs,46–55,Near (≤10 km),9–12 yrs,Low Risk,Outstanding,Very High,Poor,N/A (Still Employed),Female,Single
386,2,4,2,25,18,50,118,1,2019,5,5,4,,2.2,0,Band 3 – Mid-High,11–20 yrs,18–25,Far (26–50 km),3–5 yrs,Low Risk,Needs Improvement,High,Excellent,N/A (Still Employed),Female,Married
387,1,4,1,31,13,43,39,1,2019,5,3,5,,2.386,0,Band 2 – Mid-Low,11–20 yrs,26–35,Far (26–50 km),3–5 yrs,Medium Risk,Needs Improvement,Very High,Fair,N/A (Still Employed),Male,Divorced
388,3,3,1,30,6,17,55,1,2015,9,3,5,,2.534,0,Band 1 – Low,6–10 yrs,26–35,Medium (11–25 km),9–12 yrs,Medium Risk,Needs Improvement,Very High,Fair,N/A (Still Employed),Female,Divorced
389,2,5,1,34,3,15,128,1,2019,5,3,4,,2.63,0,Band 1 – Low,3–5 yrs,26–35,Medium (11–25 km),3–5 yrs,Medium Risk,Needs Improvement,High,Fair,N/A (Still Employed),Male,Divorced
390,1,5,2,43,1,31,91,1,2019,5,3,1,,3.562,0,Band 1 – Low,0–2 yrs,36–45,Far (26–50 km),3–5 yrs,High Risk,Needs Improvement,Very Low,Fair,N/A (Still Employed),Male,Married
391,5,5,3,48,9,26,179,5,2023,1,4,5,,1.102,0,Band 3 – Mid-High,6–10 yrs,46–55,Far (26–50 km),0–2 yrs,Low Risk,Outstanding,Very High,Good,N/A (Still Employed),Female,Divorced
392,6,1,1,58,5,24,39,4,2016,8,4,1,3.0,2.848,0,Band 2 – Mid-Low,3–5 yrs,55+,Medium (11–25 km),6–8 yrs,Medium Risk,Good,Very Low,Good,Moderate Dissatisfaction,Male,Married
393,2,5,3,51,15,20,98,1,2011,13,1,5,,3.24,0,Band 3 – Mid-High,11–20 yrs,46–55,Medium (11–25 km),12+ yrs,High Risk,Needs Improvement,Very High,Very Poor,N/A (Still Employed),Male,Single
394,3,6,3,31,12,24,188,4,2010,14,2,1,,3.648,0,Band 3 – Mid-High,11–20 yrs,26–35,Medium (11–25 km),12+ yrs,High Risk,Good,Very Low,Poor,N/A (Still Employed),Male,Single
395,4,2,2,42,6,28,111,5,2010,14,5,5,,1.506,0,Band 2 – Mid-Low,6–10 yrs,36–45,Far (26–50 km),12+ yrs,Low Risk,Outstanding,Very High,Excellent,N/A (Still Employed),Female,Married
396,5,3,1,33,7,12,190,5,2023,1,5,1,,2.024,0,Band 3 – Mid-High,6–10 yrs,26–35,Medium (11–25 km),0–2 yrs,Low Risk,Outstanding,Very Low,Excellent,N/A (Still Employed),Male,Divorced
397,3,5,1,27,2,35,42,1,2021,3,2,1,,3.72,0,Band 1 – Low,0–2 yrs,26–35,Far (26–50 km),3–5 yrs,High Risk,Needs Improvement,Very Low,Poor,N/A (Still Employed),Male,Married
398,3,6,3,53,18,18,133,4,2012,12,5,2,,2.486,0,Band 4 – High,11–20 yrs,46–55,Medium (11–25 km),9–12 yrs,Medium Risk,Good,Low,Excellent,N/A (Still Employed),Female,Divorced
399,4,6,3,43,7,7,135,5,2013,11,3,3,,2.414,0,Band 3 – Mid-High,6–10 yrs,36–45,Near (≤10 km),9–12 yrs,Medium Risk,Outstanding,Neutral,Fair,N/A (Still Employed),Female,Single
400,5,5,3,33,15,29,163,5,2011,13,5,5,5.0,1.458,1,Band 4 – High,11–20 yrs,26–35,Far (26–50 km),12+ yrs,Low Risk,Outstanding,Very High,Excellent,Low Dissatisfaction,Male,Married
401,2,5,3,42,2,43,115,1,2020,4,4,5,,2.086,0,Band 1 – Low,0–2 yrs,36–45,Far (26–50 km),3–5 yrs,Low Risk,Needs Improvement,Very High,Good,N/A (Still Employed),Male,Divorced
402,5,1,3,25,17,29,185,3,2011,13,4,4,,2.408,0,Band 4 – High,11–20 yrs,18–25,Far (26–50 km),12+ yrs,Medium Risk,Average,High,Good,N/A (Still Employed),Female,Single
403,5,3,3,22,4,11,70,4,2017,7,1,4,,2.622,0,Band 1 – Low,3–5 yrs,18–25,Medium (11–25 km),6–8 yrs,Medium Risk,Good,High,Very Poor,N/A (Still Employed),Male,Married
404,2,2,1,50,13,9,17,2,2024,0,3,1,,3.068,0,Band 3 – Mid-High,11–20 yrs,46–55,Near (≤10 km),0–2 yrs,High Risk,Below Average,Very Low,Fair,N/A (Still Employed),Male,Married
405,3,5,3,39,10,23,84,2,2020,4,5,3,,2.196,0,Band 2 – Mid-Low,6–10 yrs,36–45,Medium (11–25 km),3–5 yrs,Low Risk,Below Average,Neutral,Excellent,N/A (Still Employed),Female,Single
406,3,4,3,35,15,48,78,4,2017,7,4,4,5.0,1.946,0,Band 4 – High,11–20 yrs,26–35,Far (26–50 km),6–8 yrs,Low Risk,Good,High,Good,Low Dissatisfaction,Female,Divorced
407,2,1,1,32,2,28,139,5,2015,9,2,4,,2.306,0,Band 1 – Low,0–2 yrs,26–35,Far (26–50 km),9–12 yrs,Low Risk,Outstanding,High,Poor,N/A (Still Employed),Female,Single
408,5,5,2,58,20,1,65,4,2022,2,4,5,,1.302,0,Band 4 – High,11–20 yrs,55+,Near (≤10 km),0–2 yrs,Low Risk,Good,Very High,Good,N/A (Still Employed),Female,Married
409,4,5,3,32,1,23,114,1,2013,11,5,5,3.0,2.146,0,Band 1 – Low,0–2 yrs,26–35,Medium (11–25 km),9–12 yrs,Low Risk,Needs Improvement,Very High,Excellent,Moderate Dissatisfaction,Non-Binary / Other,Divorced
410,1,6,2,53,2,46,25,2,2022,2,2,1,,3.492,0,Band 1 – Low,0–2 yrs,46–55,Far (26–50 km),0–2 yrs,High Risk,Below Average,Very Low,Poor,N/A (Still Employed),Male,Married
411,4,1,3,27,13,13,153,4,2022,2,4,4,,1.626,0,Band 3 – Mid-High,11–20 yrs,26–35,Medium (11–25 km),0–2 yrs,Low Risk,Good,High,Good,N/A (Still Employed),Female,Married
412,6,2,3,30,7,8,92,1,2024,0,5,4,,1.866,0,Band 1 – Low,6–10 yrs,26–35,Near (≤10 km),0–2 yrs,Low Risk,Needs Improvement,High,Excellent,N/A (Still Employed),Female,Single
413,5,6,1,49,8,13,76,3,2021,3,1,1,4.0,3.526,0,Band 2 – Mid-Low,6–10 yrs,46–55,Medium (11–25 km),3–5 yrs,High Risk,Average,Very Low,Very Poor,Low Dissatisfaction,Female,Single
414,3,4,1,49,12,19,182,4,2022,2,1,2,,2.988,0,Band 3 – Mid-High,11–20 yrs,46–55,Medium (11–25 km),0–2 yrs,High Risk,Good,Low,Very Poor,N/A (Still Employed),Female,Single
415,2,4,3,47,8,3,91,4,2013,11,4,5,,1.756,0,Band 2 – Mid-Low,6–10 yrs,46–55,Near (≤10 km),9–12 yrs,Low Risk,Good,Very High,Good,N/A (Still Employed),Male,Single
416,4,2,2,49,7,9,115,4,2011,13,2,2,,3.268,0,Band 2 – Mid-Low,6–10 yrs,46–55,Near (≤10 km),12+ yrs,High Risk,Good,Low,Poor,N/A (Still Employed),Female,Single
417,6,6,1,52,3,26,110,1,2024,0,2,1,,3.552,0,Band 1 – Low,3–5 yrs,46–55,Far (26–50 km),0–2 yrs,High Risk,Needs Improvement,Very Low,Poor,N/A (Still Employed),Male,Single
418,6,1,1,46,1,27,123,3,2024,0,1,3,,2.804,0,Band 1 – Low,0–2 yrs,46–55,Far (26–50 km),0–2 yrs,Medium Risk,Average,Neutral,Very Poor,N/A (Still Employed),Male,Married
419,3,5,2,22,14,48,118,2,2012,12,5,1,,3.246,0,Band 3 – Mid-High,11–20 yrs,18–25,Far (26–50 km),9–12 yrs,High Risk,Below Average,Very Low,Excellent,N/A (Still Employed),Female,Married
420,1,2,2,24,1,22,112,5,2021,3,3,3,,2.044,0,Band 1 – Low,0–2 yrs,18–25,Medium (11–25 km),3–5 yrs,Low Risk,Outstanding,Neutral,Fair,N/A (Still Employed),Female,Married
421,1,6,3,56,1,3,76,3,2024,0,2,4,,2.206,0,Band 1 – Low,0–2 yrs,55+,Near (≤10 km),0–2 yrs,Low Risk,Average,High,Poor,N/A (Still Employed),Male,Divorced
422,6,1,3,34,11,11,23,3,2016,8,2,1,,3.522,0,Band 3 – Mid-High,11–20 yrs,26–35,Medium (11–25 km),6–8 yrs,High Risk,Average,Very Low,Poor,N/A (Still Employed),Female,Single
423,4,1,1,45,7,43,78,3,2022,2,4,4,,1.886,0,Band 2 – Mid-Low,6–10 yrs,36–45,Far (26–50 km),0–2 yrs,Low Risk,Average,High,Good,N/A (Still Employed),Female,Married
424,6,1,3,22,3,13,134,3,2016,8,5,3,1.0,2.176,0,Band 1 – Low,3–5 yrs,18–25,Medium (11–25 km),6–8 yrs,Low Risk,Average,Neutral,Excellent,High Dissatisfaction,Male,Single
425,5,1,1,42,8,31,196,4,2024,0,4,3,4.0,1.862,1,Band 2 – Mid-Low,6–10 yrs,36–45,Far (26–50 km),0–2 yrs,Low Risk,Good,Neutral,Good,Low Dissatisfaction,Female,Single
426,3,4,1,55,4,43,66,2,2011,13,3,3,,3.186,0,Band 1 – Low,3–5 yrs,46–55,Far (26–50 km),12+ yrs,High Risk,Below Average,Neutral,Fair,N/A (Still Employed),Male,Married
427,3,1,2,34,6,18,96,1,2010,14,2,3,2.0,3.636,0,Band 1 – Low,6–10 yrs,26–35,Medium (11–25 km),12+ yrs,High Risk,Needs Improvement,Neutral,Poor,High Dissatisfaction,Female,Married
428,1,6,1,23,6,8,172,4,2019,5,4,2,,2.366,0,Band 2 – Mid-Low,6–10 yrs,18–25,Near (≤10 km),3–5 yrs,Medium Risk,Good,Low,Good,N/A (Still Employed),Female,Divorced
429,6,2,1,22,2,27,21,1,2014,10,5,3,,2.704,0,Band 1 – Low,0–2 yrs,18–25,Far (26–50 km),9–12 yrs,Medium Risk,Needs Improvement,Neutral,Excellent,N/A (Still Employed),Male,Single
430,2,5,1,37,14,32,88,1,2011,13,3,4,,3.064,0,Band 3 – Mid-High,11–20 yrs,36–45,Far (26–50 km),12+ yrs,High Risk,Needs Improvement,High,Fair,N/A (Still Employed),Female,Married
431,2,5,3,36,17,36,124,1,2010,14,3,1,,4.022,0,Band 3 – Mid-High,11–20 yrs,36–45,Far (26–50 km),12+ yrs,High Risk,Needs Improvement,Very Low,Fair,N/A (Still Employed),Male,Married
432,4,6,3,44,4,32,114,2,2023,1,3,3,3.0,2.564,1,Band 1 – Low,3–5 yrs,36–45,Far (26–50 km),0–2 yrs,Medium Risk,Below Average,Neutral,Fair,Moderate Dissatisfaction,Male,Divorced
433,4,6,3,41,11,44,66,3,2021,3,1,4,,2.688,0,Band 3 – Mid-High,11–20 yrs,36–45,Far (26–50 km),3–5 yrs,Medium Risk,Average,High,Very Poor,N/A (Still Employed),Female,Single
434,5,3,2,30,11,46,156,5,2011,13,3,3,,2.592,0,Band 3 – Mid-High,11–20 yrs,26–35,Far (26–50 km),12+ yrs,Medium Risk,Outstanding,Neutral,Fair,N/A (Still Employed),Male,Married
435,1,6,3,28,18,9,52,5,2017,7,5,2,,2.018,0,Band 4 – High,11–20 yrs,26–35,Near (≤10 km),6–8 yrs,Low Risk,Outstanding,Low,Excellent,N/A (Still Employed),Male,Married
436,3,6,1,46,7,21,147,3,2022,2,5,2,,2.192,0,Band 2 – Mid-Low,6–10 yrs,46–55,Medium (11–25 km),0–2 yrs,Low Risk,Average,Low,Excellent,N/A (Still Employed),Female,Single
437,2,2,1,54,20,49,62,3,2015,9,5,5,,1.698,0,Band 4 – High,11–20 yrs,46–55,Far (26–50 km),9–12 yrs,Low Risk,Average,Very High,Excellent,N/A (Still Employed),Female,Single
438,5,3,3,59,7,49,170,2,2019,5,4,5,,1.948,0,Band 1 – Low,6–10 yrs,55+,Far (26–50 km),3–5 yrs,Low Risk,Below Average,Very High,Good,N/A (Still Employed),Male,Divorced
439,2,2,2,41,18,50,38,5,2020,4,2,3,5.0,2.4,1,Band 4 – High,11–20 yrs,36–45,Far (26–50 km),3–5 yrs,Medium Risk,Outstanding,Neutral,Poor,Low Dissatisfaction,Non-Binary / Other,Single
440,2,1,1,32,13,26,167,4,2023,1,4,4,,1.602,0,Band 3 – Mid-High,11–20 yrs,26–35,Far (26–50 km),0–2 yrs,Low Risk,Good,High,Good,N/A (Still Employed),Non-Binary / Other,Divorced
441,5,6,1,26,14,33,166,2,2010,14,4,3,,2.966,0,Band 3 – Mid-High,11–20 yrs,26–35,Far (26–50 km),12+ yrs,High Risk,Below Average,Neutral,Good,N/A (Still Employed),Male,Single
442,2,6,3,24,4,47,94,5,2024,0,4,2,,1.994,0,Band 2 – Mid-Low,3–5 yrs,18–25,Far (26–50 km),0–2 yrs,Low Risk,Outstanding,Low,Good,N/A (Still Employed),Male,Single
443,1,3,1,41,8,48,43,4,2012,12,3,4,,2.446,0,Band 2 – Mid-Low,6–10 yrs,36–45,Far (26–50 km),9–12 yrs,Medium Risk,Good,High,Fair,N/A (Still Employed),Male,Single
444,6,1,1,40,7,25,164,2,2015,9,4,1,,3.3,0,Band 1 – Low,6–10 yrs,36–45,Medium (11–25 km),9–12 yrs,High Risk,Below Average,Very Low,Good,N/A (Still Employed),Female,Single
445,2,2,1,51,4,9,148,5,2011,13,2,3,,2.768,0,Band 2 – Mid-Low,3–5 yrs,46–55,Near (≤10 km),12+ yrs,Medium Risk,Outstanding,Neutral,Poor,N/A (Still Employed),Non-Binary / Other,Divorced
446,3,4,3,55,12,8,15,4,2021,3,2,3,,2.466,0,Band 3 – Mid-High,11–20 yrs,46–55,Near (≤10 km),3–5 yrs,Medium Risk,Good,Neutral,Poor,N/A (Still Employed),Female,Divorced
447,5,6,3,60,11,7,194,1,2017,7,4,5,,2.164,0,Band 2 – Mid-Low,11–20 yrs,55+,Near (≤10 km),6–8 yrs,Low Risk,Needs Improvement,Very High,Good,N/A (Still Employed),Female,Married
448,2,4,1,55,6,2,15,5,2016,8,3,5,,1.654,0,Band 2 – Mid-Low,6–10 yrs,46–55,Near (≤10 km),6–8 yrs,Low Risk,Outstanding,Very High,Fair,N/A (Still Employed),Female,Married
449,4,4,2,43,1,9,107,4,2012,12,1,2,,3.468,0,Band 1 – Low,0–2 yrs,36–45,Near (≤10 km),9–12 yrs,High Risk,Good,Low,Very Poor,N/A (Still Employed),Non-Binary / Other,Divorced
450,3,4,1,49,13,10,33,2,2020,4,5,3,,2.17,0,Band 3 – Mid-High,11–20 yrs,46–55,Near (≤10 km),3–5 yrs,Low Risk,Below Average,Neutral,Excellent,N/A (Still Employed),Female,Divorced
451,6,5,1,30,11,23,190,4,2019,5,3,3,2.0,2.346,0,Band 3 – Mid-High,11–20 yrs,26–35,Medium (11–25 km),3–5 yrs,Medium Risk,Good,Neutral,Fair,High Dissatisfaction,Male,Single
452,2,4,2,43,1,33,95,2,2018,6,4,1,,3.166,0,Band 1 – Low,0–2 yrs,36–45,Far (26–50 km),6–8 yrs,High Risk,Below Average,Very Low,Good,N/A (Still Employed),Male,Single
453,1,2,2,53,13,1,100,4,2013,11,2,1,,3.452,0,Band 3 – Mid-High,11–20 yrs,46–55,Near (≤10 km),9–12 yrs,High Risk,Good,Very Low,Poor,N/A (Still Employed),Female,Divorced
454,1,4,2,44,7,50,151,3,2013,11,1,4,,3.1,0,Band 2 – Mid-Low,6–10 yrs,36–45,Far (26–50 km),9–12 yrs,High Risk,Average,High,Very Poor,N/A (Still Employed),Male,Single
455,2,6,3,34,15,44,26,5,2014,10,4,3,,2.188,0,Band 4 – High,11–20 yrs,26–35,Far (26–50 km),9–12 yrs,Low Risk,Outstanding,Neutral,Good,N/A (Still Employed),Male,Married
456,4,5,3,32,8,16,177,2,2017,7,5,5,,1.732,0,Band 2 – Mid-Low,6–10 yrs,26–35,Medium (11–25 km),6–8 yrs,Low Risk,Below Average,Very High,Excellent,N/A (Still Employed),Non-Binary / Other,Divorced
457,5,1,3,47,3,4,22,4,2017,7,4,4,,1.858,0,Band 1 – Low,3–5 yrs,46–55,Near (≤10 km),6–8 yrs,Low Risk,Good,High,Good,N/A (Still Employed),Female,Single
458,1,3,3,23,9,44,142,2,2020,4,4,2,,2.788,0,Band 2 – Mid-Low,6–10 yrs,18–25,Far (26–50 km),3–5 yrs,Medium Risk,Below Average,Low,Good,N/A (Still Employed),Male,Married
459,3,6,2,36,20,22,63,1,2014,10,4,4,,2.644,0,Band 4 – High,11–20 yrs,36–45,Medium (11–25 km),9–12 yrs,Medium Risk,Needs Improvement,High,Good,N/A (Still Employed),Female,Divorced
460,5,1,2,36,12,28,102,2,2013,11,2,2,,3.606,0,Band 3 – Mid-High,11–20 yrs,36–45,Far (26–50 km),9–12 yrs,High Risk,Below Average,Low,Poor,N/A (Still Employed),Female,Divorced
461,4,1,3,30,2,39,147,5,2013,11,1,3,,2.978,0,Band 1 – Low,0–2 yrs,26–35,Far (26–50 km),9–12 yrs,High Risk,Outstanding,Neutral,Very Poor,N/A (Still Employed),Male,Divorced
462,6,3,2,35,3,48,60,1,2021,3,5,4,,2.096,0,Band 1 – Low,3–5 yrs,26–35,Far (26–50 km),3–5 yrs,Low Risk,Needs Improvement,High,Excellent,N/A (Still Employed),Non-Binary / Other,Single
463,5,4,1,23,7,1,50,5,2012,12,2,3,,2.702,0,Band 3 – Mid-High,6–10 yrs,18–25,Near (≤10 km),9–12 yrs,Medium Risk,Outstanding,Neutral,Poor,N/A (Still Employed),Male,Single
464,6,4,3,59,14,28,147,4,2016,8,2,3,,2.756,0,Band 4 – High,11–20 yrs,55+,Far (26–50 km),6–8 yrs,Medium Risk,Good,Neutral,Poor,N/A (Still Employed),Male,Married
465,5,2,1,54,10,31,111,3,2023,1,5,4,,1.562,0,Band 2 – Mid-Low,6–10 yrs,46–55,Far (26–50 km),0–2 yrs,Low Risk,Average,High,Excellent,N/A (Still Employed),Female,Single
466,5,4,2,32,20,19,193,5,2018,6,5,3,,1.688,0,Band 4 – High,11–20 yrs,26–35,Medium (11–25 km),6–8 yrs,Low Risk,Outstanding,Neutral,Excellent,N/A (Still Employed),Male,Single
467,1,4,2,29,16,19,68,2,2022,2,5,2,3.0,2.388,0,Band 3 – Mid-High,11–20 yrs,26–35,Medium (11–25 km),0–2 yrs,Medium Risk,Below Average,Low,Excellent,Moderate Dissatisfaction,Non-Binary / Other,Divorced
468,4,2,1,45,4,32,84,3,2022,2,1,2,,3.214,0,Band 1 – Low,3–5 yrs,36–45,Far (26–50 km),0–2 yrs,High Risk,Average,Low,Very Poor,N/A (Still Employed),Female,Married
469,1,6,2,24,18,6,51,2,2013,11,5,3,,2.512,0,Band 4 – High,11–20 yrs,18–25,Near (≤10 km),9–12 yrs,Medium Risk,Below Average,Neutral,Excellent,N/A (Still Employed),Female,Divorced
470,6,3,3,46,19,49,105,1,2011,13,5,1,4.0,3.498,0,Band 4 – High,11–20 yrs,46–55,Far (26–50 km),12+ yrs,High Risk,Needs Improvement,Very Low,Excellent,Low Dissatisfaction,Male,Single
471,1,2,3,38,6,28,94,1,2019,5,4,1,,3.306,0,Band 1 – Low,6–10 yrs,36–45,Far (26–50 km),3–5 yrs,High Risk,Needs Improvement,Very Low,Good,N/A (Still Employed),Female,Divorced
472,4,6,3,56,9,16,115,1,2010,14,1,2,,4.182,0,Band 2 – Mid-Low,6–10 yrs,55+,Medium (11–25 km),12+ yrs,High Risk,Needs Improvement,Low,Very Poor,N/A (Still Employed),Female,Single
473,2,4,3,25,4,40,65,4,2020,4,3,5,,1.73,0,Band 1 – Low,3–5 yrs,18–25,Far (26–50 km),3–5 yrs,Low Risk,Good,Very High,Fair,N/A (Still Employed),Non-Binary / Other,Divorced
474,6,6,2,60,20,10,151,1,2020,4,5,3,2.0,2.37,1,Band 4 – High,11–20 yrs,55+,Near (≤10 km),3–5 yrs,Medium Risk,Needs Improvement,Neutral,Excellent,High Dissatisfaction,Male,Married
475,2,4,3,25,11,47,197,5,2011,13,2,5,,2.244,0,Band 3 – Mid-High,11–20 yrs,18–25,Far (26–50 km),12+ yrs,Low Risk,Outstanding,Very High,Poor,N/A (Still Employed),Male,Married
476,4,4,3,28,13,33,73,2,2013,11,2,5,,2.716,0,Band 3 – Mid-High,11–20 yrs,26–35,Far (26–50 km),9–12 yrs,Medium Risk,Below Average,Very High,Poor,N/A (Still Employed),Male,Divorced
477,6,2,2,23,5,12,13,1,2010,14,5,3,,2.874,0,Band 1 – Low,3–5 yrs,18–25,Medium (11–25 km),12+ yrs,Medium Risk,Needs Improvement,Neutral,Excellent,N/A (Still Employed),Non-Binary / Other,Married
478,1,3,3,25,11,16,19,5,2022,2,4,5,,1.132,0,Band 3 – Mid-High,11–20 yrs,18–25,Medium (11–25 km),0–2 yrs,Low Risk,Outstanding,Very High,Good,N/A (Still Employed),Female,Divorced
479,1,5,2,29,6,18,15,5,2012,12,1,5,,2.386,0,Band 2 – Mid-Low,6–10 yrs,26–35,Medium (11–25 km),9–12 yrs,Medium Risk,Outstanding,Very High,Very Poor,N/A (Still Employed),Female,Divorced
480,5,6,3,48,11,50,144,1,2024,0,3,2,,3.05,0,Band 2 – Mid-Low,11–20 yrs,46–55,Far (26–50 km),0–2 yrs,High Risk,Needs Improvement,Low,Fair,N/A (Still Employed),Male,Divorced
481,1,6,3,50,16,8,36,5,2010,14,1,4,5.0,2.766,1,Band 4 – High,11–20 yrs,46–55,Near (≤10 km),12+ yrs,Medium Risk,Outstanding,High,Very Poor,Low Dissatisfaction,Male,Single
482,6,2,2,46,3,17,138,4,2015,9,5,5,,1.434,0,Band 1 – Low,3–5 yrs,46–55,Medium (11–25 km),9–12 yrs,Low Risk,Good,Very High,Excellent,N/A (Still Employed),Male,Divorced
483,6,3,3,29,11,45,111,1,2022,2,4,1,,3.19,0,Band 2 – Mid-Low,11–20 yrs,26–35,Far (26–50 km),0–2 yrs,High Risk,Needs Improvement,Very Low,Good,N/A (Still Employed),Male,Divorced
484,5,4,1,57,1,16,134,2,2016,8,5,2,,2.682,0,Band 1 – Low,0–2 yrs,55+,Medium (11–25 km),6–8 yrs,Medium Risk,Below Average,Low,Excellent,N/A (Still Employed),Female,Married
485,1,6,1,38,20,43,20,4,2019,5,5,1,,2.486,0,Band 4 – High,11–20 yrs,36–45,Far (26–50 km),3–5 yrs,Medium Risk,Good,Very Low,Excellent,N/A (Still Employed),Female,Divorced
486,1,3,1,52,19,28,50,3,2018,6,2,1,,3.456,0,Band 4 – High,11–20 yrs,46–55,Far (26–50 km),6–8 yrs,High Risk,Average,Very Low,Poor,N/A (Still Employed),Female,Divorced
487,2,1,2,31,15,13,82,2,2023,1,2,5,,2.176,0,Band 3 – Mid-High,11–20 yrs,26–35,Medium (11–25 km),0–2 yrs,Low Risk,Below Average,Very High,Poor,N/A (Still Employed),Non-Binary / Other,Married
488,5,1,3,35,13,31,87,2,2011,13,4,4,,2.612,0,Band 3 – Mid-High,11–20 yrs,26–35,Far (26–50 km),12+ yrs,Medium Risk,Below Average,High,Good,N/A (Still Employed),Male,Married
489,5,5,1,22,17,46,16,2,2015,9,3,3,,2.992,0,Band 4 – High,11–20 yrs,18–25,Far (26–50 km),9–12 yrs,High Risk,Below Average,Neutral,Fair,N/A (Still Employed),Female,Divorced
490,6,6,3,41,8,7,68,3,2012,12,2,2,,3.414,0,Band 2 – Mid-Low,6–10 yrs,36–45,Near (≤10 km),9–12 yrs,High Risk,Average,Low,Poor,N/A (Still Employed),Male,Divorced
491,1,4,2,48,17,45,171,2,2020,4,2,3,,2.99,0,Band 4 – High,11–20 yrs,46–55,Far (26–50 km),3–5 yrs,High Risk,Below Average,Neutral,Poor,N/A (Still Employed),Male,Divorced
492,4,6,1,28,19,47,186,5,2021,3,4,5,,1.244,0,Band 4 – High,11–20 yrs,26–35,Far (26–50 km),3–5 yrs,Low Risk,Outstanding,Very High,Good,N/A (Still Employed),Female,Married
493,1,5,1,55,1,33,73,2,2024,0,2,3,,2.766,0,Band 1 – Low,0–2 yrs,46–55,Far (26–50 km),0–2 yrs,Medium Risk,Below Average,Neutral,Poor,N/A (Still Employed),Female,Divorced
494,5,1,2,39,8,40,18,4,2021,3,3,4,,1.98,0,Band 2 – Mid-Low,6–10 yrs,36–45,Far (26–50 km),3–5 yrs,Low Risk,Good,High,Fair,N/A (Still Employed),Female,Divorced
495,6,5,3,60,1,12,79,3,2020,4,2,2,,3.024,0,Band 1 – Low,0–2 yrs,55+,Medium (11–25 km),3–5 yrs,High Risk,Average,Low,Poor,N/A (Still Employed),Male,Married
496,1,6,1,30,20,13,41,1,2018,6,3,4,,2.676,0,Band 4 – High,11–20 yrs,26–35,Medium (11–25 km),6–8 yrs,Medium Risk,Needs Improvement,High,Fair,N/A (Still Employed),Female,Single
497,2,6,3,48,4,38,106,3,2017,7,1,1,2.0,3.776,1,Band 1 – Low,3–5 yrs,46–55,Far (26–50 km),6–8 yrs,High Risk,Average,Very Low,Very Poor,High Dissatisfaction,Female,Divorced
498,3,1,3,28,10,41,177,1,2013,11,1,3,,3.782,0,Band 2 – Mid-Low,6–10 yrs,26–35,Far (26–50 km),9–12 yrs,High Risk,Needs Improvement,Neutral,Very Poor,N/A (Still Employed),Male,Married
